primary_type,date,value
ROBBERY,2010-10-01,1
ROBBERY,2010-10-04,1
ROBBERY,2010-10-08,2
ROBBERY,2010-10-09,2
ROBBERY,2010-10-18,1
ROBBERY,2010-10-20,1
ROBBERY,2010-10-27,1
ROBBERY,2010-10-28,1
ROBBERY,2010-10-30,2
ROBBERY,2010-11-01,1
ROBBERY,2010-11-02,2
ROBBERY,2010-11-03,1
ROBBERY,2010-11-07,1
ROBBERY,2010-11-13,1
ROBBERY,2010-11-15,2
ROBBERY,2010-11-16,1
ROBBERY,2010-11-24,1
ROBBERY,2010-11-25,1
ROBBERY,2010-11-27,1
ROBBERY,2010-12-01,1
ROBBERY,2010-12-03,1
ROBBERY,2010-12-04,1
ROBBERY,2010-12-06,1
ROBBERY,2010-12-08,3
ROBBERY,2010-12-09,1
ROBBERY,2010-12-10,1
ROBBERY,2010-12-12,1
ROBBERY,2010-12-14,2
ROBBERY,2010-12-15,1
ROBBERY,2010-12-16,1
ROBBERY,2010-12-22,1
ROBBERY,2010-12-24,1
ROBBERY,2010-12-29,1
ROBBERY,2011-01-04,1
ROBBERY,2011-01-09,2
ROBBERY,2011-01-13,1
ROBBERY,2011-01-14,1
ROBBERY,2011-01-15,1
ROBBERY,2011-02-03,1
ROBBERY,2011-02-04,1
ROBBERY,2011-02-06,1
ROBBERY,2011-02-07,1
ROBBERY,2011-02-08,1
ROBBERY,2011-02-15,1
ROBBERY,2011-02-16,1
ROBBERY,2011-02-20,1
ROBBERY,2011-02-22,1
ROBBERY,2011-02-28,1
ROBBERY,2011-03-04,1
ROBBERY,2011-03-08,1
ROBBERY,2011-03-12,1
ROBBERY,2011-03-15,1
ROBBERY,2011-03-17,1
ROBBERY,2011-03-20,1
ROBBERY,2011-03-21,1
ROBBERY,2011-03-26,1
ROBBERY,2011-03-28,1
ROBBERY,2011-03-29,1
ROBBERY,2011-04-01,1
ROBBERY,2011-04-04,2
ROBBERY,2011-04-07,1
ROBBERY,2011-04-08,2
ROBBERY,2011-04-09,1
ROBBERY,2011-04-11,2
ROBBERY,2011-04-14,2
ROBBERY,2011-04-16,2
ROBBERY,2011-04-21,1
ROBBERY,2011-04-26,1
ROBBERY,2011-04-29,1
ROBBERY,2011-05-02,1
ROBBERY,2011-05-03,1
ROBBERY,2011-05-06,2
ROBBERY,2011-05-07,2
ROBBERY,2011-05-09,1
ROBBERY,2011-05-10,2
ROBBERY,2011-05-11,2
ROBBERY,2011-05-14,2
ROBBERY,2011-05-15,1
ROBBERY,2011-05-19,2
ROBBERY,2011-05-26,1
ROBBERY,2011-05-27,1
ROBBERY,2011-05-29,1
ROBBERY,2011-06-02,1
ROBBERY,2011-06-07,1
ROBBERY,2011-06-08,1
ROBBERY,2011-06-13,1
ROBBERY,2011-06-18,1
ROBBERY,2011-06-20,2
ROBBERY,2011-06-22,1
ROBBERY,2011-06-23,1
ROBBERY,2011-06-24,1
ROBBERY,2011-06-25,1
ROBBERY,2011-06-28,1
ROBBERY,2011-07-01,1
ROBBERY,2011-07-02,1
ROBBERY,2011-07-08,2
ROBBERY,2011-07-10,1
ROBBERY,2011-07-11,1
ROBBERY,2011-07-12,1
ROBBERY,2011-07-13,1
ROBBERY,2011-07-16,1
ROBBERY,2011-07-19,2
ROBBERY,2011-07-21,1
ROBBERY,2011-07-22,1
ROBBERY,2011-07-24,1
ROBBERY,2011-07-29,1
ROBBERY,2011-08-04,1
ROBBERY,2011-08-05,2
ROBBERY,2011-08-07,1
ROBBERY,2011-08-10,1
ROBBERY,2011-08-12,1
ROBBERY,2011-08-13,3
ROBBERY,2011-08-16,2
ROBBERY,2011-08-20,2
ROBBERY,2011-08-27,1
ROBBERY,2011-08-28,1
ROBBERY,2011-08-29,1
ROBBERY,2011-09-01,2
ROBBERY,2011-09-02,1
ROBBERY,2011-09-04,1
ROBBERY,2011-09-05,3
ROBBERY,2011-09-06,1
ROBBERY,2011-09-08,1
ROBBERY,2011-09-13,1
ROBBERY,2011-09-16,1
ROBBERY,2011-09-17,2
ROBBERY,2011-09-18,1
ROBBERY,2011-09-22,1
ROBBERY,2011-09-23,1
ROBBERY,2011-09-26,1
ROBBERY,2011-10-02,1
ROBBERY,2011-10-04,1
ROBBERY,2011-10-05,2
ROBBERY,2011-10-06,1
ROBBERY,2011-10-09,2
ROBBERY,2011-10-13,1
ROBBERY,2011-10-15,2
ROBBERY,2011-10-16,2
ROBBERY,2011-10-17,1
ROBBERY,2011-10-19,1
ROBBERY,2011-10-21,1
ROBBERY,2011-10-25,1
ROBBERY,2011-10-28,1
ROBBERY,2011-11-03,1
ROBBERY,2011-11-04,1
ROBBERY,2011-11-06,1
ROBBERY,2011-11-08,1
ROBBERY,2011-11-13,2
ROBBERY,2011-11-20,2
ROBBERY,2011-11-21,1
ROBBERY,2011-11-23,1
ROBBERY,2011-11-25,1
ROBBERY,2011-11-27,1
ROBBERY,2011-11-28,1
ROBBERY,2011-11-29,1
ROBBERY,2011-12-03,1
ROBBERY,2011-12-06,1
ROBBERY,2011-12-07,1
ROBBERY,2011-12-09,1
ROBBERY,2011-12-12,1
ROBBERY,2011-12-16,1
ROBBERY,2011-12-19,1
ROBBERY,2011-12-28,2
ROBBERY,2011-12-30,2
ROBBERY,2012-01-02,1
ROBBERY,2012-01-11,1
ROBBERY,2012-01-12,2
ROBBERY,2012-01-15,1
ROBBERY,2012-01-19,1
ROBBERY,2012-01-22,1
ROBBERY,2012-01-25,1
ROBBERY,2012-01-26,1
ROBBERY,2012-01-27,1
ROBBERY,2012-01-28,2
ROBBERY,2012-01-30,1
ROBBERY,2012-01-31,1
ROBBERY,2012-02-01,3
ROBBERY,2012-02-02,1
ROBBERY,2012-02-05,1
ROBBERY,2012-02-21,1
ROBBERY,2012-02-27,1
ROBBERY,2012-02-28,1
ROBBERY,2012-02-29,3
ROBBERY,2012-03-02,1
ROBBERY,2012-03-10,1
ROBBERY,2012-03-11,2
ROBBERY,2012-03-22,1
ROBBERY,2012-03-23,1
ROBBERY,2012-03-24,1
ROBBERY,2012-03-25,1
ROBBERY,2012-03-27,1
ROBBERY,2012-03-30,1
ROBBERY,2012-04-01,1
ROBBERY,2012-04-02,1
ROBBERY,2012-04-03,1
ROBBERY,2012-04-04,2
ROBBERY,2012-04-06,1
ROBBERY,2012-04-07,2
ROBBERY,2012-04-11,1
ROBBERY,2012-04-14,1
ROBBERY,2012-04-16,1
ROBBERY,2012-04-17,1
ROBBERY,2012-04-18,1
ROBBERY,2012-04-19,1
ROBBERY,2012-04-20,2
ROBBERY,2012-04-22,1
ROBBERY,2012-04-26,1
ROBBERY,2012-04-28,1
ROBBERY,2012-05-01,1
ROBBERY,2012-05-02,1
ROBBERY,2012-05-06,2
ROBBERY,2012-05-10,1
ROBBERY,2012-05-11,1
ROBBERY,2012-05-14,1
ROBBERY,2012-05-15,2
ROBBERY,2012-05-18,1
ROBBERY,2012-05-22,1
ROBBERY,2012-05-23,1
ROBBERY,2012-05-25,1
ROBBERY,2012-05-27,1
ROBBERY,2012-06-01,1
ROBBERY,2012-06-04,1
ROBBERY,2012-06-07,1
ROBBERY,2012-06-09,1
ROBBERY,2012-06-11,1
ROBBERY,2012-06-12,1
ROBBERY,2012-06-15,1
ROBBERY,2012-06-16,2
ROBBERY,2012-06-18,1
ROBBERY,2012-06-19,1
ROBBERY,2012-06-20,1
ROBBERY,2012-06-22,1
ROBBERY,2012-06-28,1
ROBBERY,2012-07-02,3
ROBBERY,2012-07-03,1
ROBBERY,2012-07-04,1
ROBBERY,2012-07-07,1
ROBBERY,2012-07-08,1
ROBBERY,2012-07-10,1
ROBBERY,2012-07-11,2
ROBBERY,2012-07-12,1
ROBBERY,2012-07-16,1
ROBBERY,2012-07-18,1
ROBBERY,2012-07-21,2
ROBBERY,2012-07-26,1
ROBBERY,2012-07-29,1
ROBBERY,2012-08-02,1
ROBBERY,2012-08-05,1
ROBBERY,2012-08-08,1
ROBBERY,2012-08-10,1
ROBBERY,2012-08-19,1
ROBBERY,2012-08-20,2
ROBBERY,2012-08-21,1
ROBBERY,2012-08-23,1
ROBBERY,2012-08-30,1
ROBBERY,2012-09-02,1
ROBBERY,2012-09-04,1
ROBBERY,2012-09-05,1
ROBBERY,2012-09-10,1
ROBBERY,2012-09-11,1
ROBBERY,2012-09-13,1
ROBBERY,2012-09-14,2
ROBBERY,2012-09-15,1
ROBBERY,2012-09-16,2
ROBBERY,2012-09-19,1
ROBBERY,2012-09-20,1
ROBBERY,2012-09-21,1
ROBBERY,2012-09-22,1
ROBBERY,2012-09-24,1
ROBBERY,2012-10-03,1
ROBBERY,2012-10-12,1
ROBBERY,2012-10-13,1
ROBBERY,2012-10-17,1
ROBBERY,2012-10-18,1
ROBBERY,2012-10-21,1
ROBBERY,2012-10-24,2
ROBBERY,2012-11-01,1
ROBBERY,2012-11-02,1
ROBBERY,2012-11-08,1
ROBBERY,2012-11-10,1
ROBBERY,2012-11-11,2
ROBBERY,2012-11-14,1
ROBBERY,2012-11-16,1
ROBBERY,2012-11-18,2
ROBBERY,2012-11-24,1
ROBBERY,2012-11-28,1
ROBBERY,2012-12-02,4
ROBBERY,2012-12-03,1
ROBBERY,2012-12-04,2
ROBBERY,2012-12-06,1
ROBBERY,2012-12-08,1
ROBBERY,2012-12-10,1
ROBBERY,2012-12-11,1
ROBBERY,2012-12-13,1
ROBBERY,2012-12-17,1
ROBBERY,2012-12-19,1
ROBBERY,2012-12-20,1
ROBBERY,2013-01-04,1
ROBBERY,2013-01-12,2
ROBBERY,2013-01-13,1
ROBBERY,2013-01-17,1
ROBBERY,2013-01-19,2
ROBBERY,2013-01-22,1
ROBBERY,2013-01-24,1
ROBBERY,2013-01-25,1
ROBBERY,2013-01-30,1
ROBBERY,2013-02-01,1
ROBBERY,2013-02-06,2
ROBBERY,2013-02-11,1
ROBBERY,2013-02-15,1
ROBBERY,2013-02-16,2
ROBBERY,2013-02-18,1
ROBBERY,2013-02-27,1
ROBBERY,2013-03-08,1
ROBBERY,2013-03-12,1
ROBBERY,2013-03-14,1
ROBBERY,2013-03-15,1
ROBBERY,2013-03-17,1
ROBBERY,2013-03-24,1
ROBBERY,2013-03-26,2
ROBBERY,2013-03-30,1
ROBBERY,2013-04-04,2
ROBBERY,2013-04-05,1
ROBBERY,2013-04-07,2
ROBBERY,2013-04-11,1
ROBBERY,2013-04-12,1
ROBBERY,2013-04-15,1
ROBBERY,2013-04-22,2
ROBBERY,2013-04-25,1
ROBBERY,2013-05-11,1
ROBBERY,2013-05-17,1
ROBBERY,2013-05-18,1
ROBBERY,2013-05-19,1
ROBBERY,2013-05-22,2
ROBBERY,2013-05-23,1
ROBBERY,2013-05-25,2
ROBBERY,2013-05-31,1
ROBBERY,2013-06-05,1
ROBBERY,2013-06-06,1
ROBBERY,2013-06-11,1
ROBBERY,2013-06-12,1
ROBBERY,2013-06-14,1
ROBBERY,2013-06-17,1
ROBBERY,2013-06-23,1
ROBBERY,2013-06-30,1
ROBBERY,2013-07-02,1
ROBBERY,2013-07-03,1
ROBBERY,2013-07-14,1
ROBBERY,2013-07-15,1
ROBBERY,2013-07-19,1
ROBBERY,2013-07-24,1
ROBBERY,2013-07-28,1
ROBBERY,2013-07-29,1
ROBBERY,2013-07-30,1
ROBBERY,2013-07-31,1
ROBBERY,2013-08-04,1
ROBBERY,2013-08-11,2
ROBBERY,2013-08-12,1
ROBBERY,2013-08-14,1
ROBBERY,2013-08-22,1
ROBBERY,2013-08-25,1
ROBBERY,2013-09-02,3
ROBBERY,2013-09-04,2
ROBBERY,2013-09-10,1
ROBBERY,2013-09-13,2
ROBBERY,2013-09-20,1
ROBBERY,2013-09-22,1
ROBBERY,2013-09-23,1
ROBBERY,2013-09-25,1
ROBBERY,2013-09-28,1
ROBBERY,2013-09-29,1
ROBBERY,2013-10-05,1
ROBBERY,2013-10-06,1
ROBBERY,2013-10-08,2
ROBBERY,2013-10-12,1
ROBBERY,2013-10-20,2
ROBBERY,2013-10-22,1
ROBBERY,2013-10-30,1
ROBBERY,2013-11-04,2
ROBBERY,2013-11-05,1
ROBBERY,2013-11-07,1
ROBBERY,2013-11-08,1
ROBBERY,2013-11-12,1
ROBBERY,2013-11-21,1
ROBBERY,2013-11-26,1
ROBBERY,2013-11-28,1
ROBBERY,2013-11-29,2
ROBBERY,2013-12-02,1
ROBBERY,2013-12-05,1
ROBBERY,2013-12-06,1
ROBBERY,2013-12-09,2
ROBBERY,2013-12-16,1
ROBBERY,2013-12-17,1
ROBBERY,2013-12-20,3
ROBBERY,2013-12-23,1
ROBBERY,2013-12-27,1
ROBBERY,2013-12-30,1
ROBBERY,2014-01-02,1
ROBBERY,2014-01-04,1
ROBBERY,2014-01-06,1
ROBBERY,2014-01-14,1
ROBBERY,2014-01-15,1
ROBBERY,2014-01-23,1
ROBBERY,2014-01-25,1
ROBBERY,2014-01-29,1
ROBBERY,2014-01-31,1
ROBBERY,2014-02-01,1
ROBBERY,2014-02-10,1
ROBBERY,2014-02-17,1
ROBBERY,2014-02-21,1
ROBBERY,2014-03-03,1
ROBBERY,2014-03-05,1
ROBBERY,2014-03-21,1
ROBBERY,2014-03-23,1
ROBBERY,2014-03-31,2
ROBBERY,2014-04-01,1
ROBBERY,2014-04-07,1
ROBBERY,2014-04-08,1
ROBBERY,2014-04-12,1
ROBBERY,2014-04-21,1
ROBBERY,2014-04-26,1
ROBBERY,2014-04-27,3
ROBBERY,2014-05-09,1
ROBBERY,2014-05-14,1
ROBBERY,2014-05-23,1
ROBBERY,2014-05-31,1
ROBBERY,2014-06-03,1
ROBBERY,2014-06-06,1
ROBBERY,2014-06-09,1
ROBBERY,2014-06-19,1
ROBBERY,2014-06-22,2
ROBBERY,2014-06-25,1
ROBBERY,2014-06-29,1
ROBBERY,2014-06-30,1
ROBBERY,2014-07-04,2
ROBBERY,2014-07-05,2
ROBBERY,2014-07-22,1
ROBBERY,2014-07-23,1
ROBBERY,2014-07-25,2
ROBBERY,2014-07-28,1
ROBBERY,2014-07-29,1
ROBBERY,2014-08-01,1
ROBBERY,2014-08-18,1
ROBBERY,2014-08-19,1
ROBBERY,2014-08-20,1
ROBBERY,2014-08-26,1
ROBBERY,2014-08-27,1
ROBBERY,2014-09-04,1
ROBBERY,2014-09-09,1
ROBBERY,2014-09-13,1
ROBBERY,2014-09-14,1
ROBBERY,2014-09-15,1
ROBBERY,2014-09-18,1
ROBBERY,2014-09-22,1
ROBBERY,2014-09-23,1
ROBBERY,2014-09-27,1
ROBBERY,2014-09-30,1
ROBBERY,2014-10-01,1
ROBBERY,2014-10-10,1
ROBBERY,2014-10-11,2
ROBBERY,2014-10-15,1
ROBBERY,2014-10-18,1
ROBBERY,2014-10-22,1
ROBBERY,2014-10-23,1
ROBBERY,2014-10-28,2
ROBBERY,2014-10-29,1
ROBBERY,2014-11-02,1
ROBBERY,2014-11-03,1
ROBBERY,2014-11-04,1
ROBBERY,2014-11-05,2
ROBBERY,2014-11-07,1
ROBBERY,2014-11-17,2
ROBBERY,2014-11-18,1
ROBBERY,2014-11-22,1
ROBBERY,2014-11-24,1
ROBBERY,2014-12-03,2
ROBBERY,2014-12-04,1
ROBBERY,2014-12-05,1
ROBBERY,2014-12-06,2
ROBBERY,2014-12-09,2
ROBBERY,2014-12-12,1
ROBBERY,2014-12-15,1
ROBBERY,2014-12-19,2
ROBBERY,2015-01-02,1
ROBBERY,2015-01-06,1
ROBBERY,2015-01-22,1
ROBBERY,2015-01-24,2
ROBBERY,2015-01-26,1
ROBBERY,2015-01-28,1
ROBBERY,2015-01-29,1
ROBBERY,2015-01-30,2
ROBBERY,2015-02-01,1
ROBBERY,2015-02-02,1
ROBBERY,2015-02-06,1
ROBBERY,2015-02-07,1
ROBBERY,2015-02-18,1
ROBBERY,2015-02-21,2
ROBBERY,2015-02-24,1
ROBBERY,2015-02-25,1
ROBBERY,2015-03-07,1
ROBBERY,2015-03-09,1
ROBBERY,2015-03-13,1
ROBBERY,2015-03-14,2
ROBBERY,2015-03-16,2
ROBBERY,2015-03-18,12
ROBBERY,2015-03-19,22
ROBBERY,2015-03-20,24
ROBBERY,2015-03-21,20
ROBBERY,2015-03-22,23
ROBBERY,2015-03-23,9
ROBBERY,2015-03-24,11
ROBBERY,2015-03-25,24
ROBBERY,2015-03-26,20
ROBBERY,2015-03-27,28
ROBBERY,2015-03-28,22
ROBBERY,2015-03-29,19
ROBBERY,2015-03-30,17
ROBBERY,2015-03-31,15
ROBBERY,2015-04-01,31
ROBBERY,2015-04-02,26
ROBBERY,2015-04-03,27
ROBBERY,2015-04-04,20
ROBBERY,2015-04-05,19
ROBBERY,2015-04-06,28
ROBBERY,2015-04-07,19
ROBBERY,2015-04-08,23
ROBBERY,2015-04-09,16
ROBBERY,2015-04-10,17
ROBBERY,2015-04-11,17
ROBBERY,2015-04-12,30
ROBBERY,2015-04-13,11
ROBBERY,2015-04-14,20
ROBBERY,2015-04-15,24
ROBBERY,2015-04-16,17
ROBBERY,2015-04-17,32
ROBBERY,2015-04-18,14
ROBBERY,2015-04-19,26
ROBBERY,2015-04-20,15
ROBBERY,2015-04-21,24
ROBBERY,2015-04-22,28
ROBBERY,2015-04-23,20
ROBBERY,2015-04-24,28
ROBBERY,2015-04-25,31
ROBBERY,2015-04-26,25
ROBBERY,2015-04-27,23
ROBBERY,2015-04-28,26
ROBBERY,2015-04-29,20
ROBBERY,2015-04-30,21
ROBBERY,2015-05-01,25
ROBBERY,2015-05-02,16
ROBBERY,2015-05-03,17
ROBBERY,2015-05-04,30
ROBBERY,2015-05-05,18
ROBBERY,2015-05-06,22
ROBBERY,2015-05-07,16
ROBBERY,2015-05-08,30
ROBBERY,2015-05-09,22
ROBBERY,2015-05-10,17
ROBBERY,2015-05-11,25
ROBBERY,2015-05-12,21
ROBBERY,2015-05-13,25
ROBBERY,2015-05-14,18
ROBBERY,2015-05-15,16
ROBBERY,2015-05-16,31
ROBBERY,2015-05-17,22
ROBBERY,2015-05-18,24
ROBBERY,2015-05-19,15
ROBBERY,2015-05-20,31
ROBBERY,2015-05-21,15
ROBBERY,2015-05-22,27
ROBBERY,2015-05-23,23
ROBBERY,2015-05-24,31
ROBBERY,2015-05-25,28
ROBBERY,2015-05-26,30
ROBBERY,2015-05-27,25
ROBBERY,2015-05-28,31
ROBBERY,2015-05-29,31
ROBBERY,2015-05-30,27
ROBBERY,2015-05-31,21
ROBBERY,2015-06-01,32
ROBBERY,2015-06-02,14
ROBBERY,2015-06-03,29
ROBBERY,2015-06-04,30
ROBBERY,2015-06-05,26
ROBBERY,2015-06-06,24
ROBBERY,2015-06-07,31
ROBBERY,2015-06-08,19
ROBBERY,2015-06-09,24
ROBBERY,2015-06-10,24
ROBBERY,2015-06-11,28
ROBBERY,2015-06-12,21
ROBBERY,2015-06-13,26
ROBBERY,2015-06-14,26
ROBBERY,2015-06-15,27
ROBBERY,2015-06-16,28
ROBBERY,2015-06-17,22
ROBBERY,2015-06-18,29
ROBBERY,2015-06-19,27
ROBBERY,2015-06-20,24
ROBBERY,2015-06-21,20
ROBBERY,2015-06-22,31
ROBBERY,2015-06-23,22
ROBBERY,2015-06-24,21
ROBBERY,2015-06-25,23
ROBBERY,2015-06-26,29
ROBBERY,2015-06-27,32
ROBBERY,2015-06-28,31
ROBBERY,2015-06-29,32
ROBBERY,2015-06-30,16
ROBBERY,2015-07-01,29
ROBBERY,2015-07-02,25
ROBBERY,2015-07-03,38
ROBBERY,2015-07-04,35
ROBBERY,2015-07-05,30
ROBBERY,2015-07-06,16
ROBBERY,2015-07-07,14
ROBBERY,2015-07-08,23
ROBBERY,2015-07-09,24
ROBBERY,2015-07-10,34
ROBBERY,2015-07-11,35
ROBBERY,2015-07-12,29
ROBBERY,2015-07-13,21
ROBBERY,2015-07-14,30
ROBBERY,2015-07-15,27
ROBBERY,2015-07-16,31
ROBBERY,2015-07-17,32
ROBBERY,2015-07-18,22
ROBBERY,2015-07-19,41
ROBBERY,2015-07-20,34
ROBBERY,2015-07-21,29
ROBBERY,2015-07-22,25
ROBBERY,2015-07-23,28
ROBBERY,2015-07-24,41
ROBBERY,2015-07-25,31
ROBBERY,2015-07-26,32
ROBBERY,2015-07-27,30
ROBBERY,2015-07-28,32
ROBBERY,2015-07-29,38
ROBBERY,2015-07-30,25
ROBBERY,2015-07-31,35
ROBBERY,2015-08-01,28
ROBBERY,2015-08-02,36
ROBBERY,2015-08-03,22
ROBBERY,2015-08-04,38
ROBBERY,2015-08-05,26
ROBBERY,2015-08-06,26
ROBBERY,2015-08-07,35
ROBBERY,2015-08-08,28
ROBBERY,2015-08-09,25
ROBBERY,2015-08-10,24
ROBBERY,2015-08-11,33
ROBBERY,2015-08-12,24
ROBBERY,2015-08-13,27
ROBBERY,2015-08-14,34
ROBBERY,2015-08-15,37
ROBBERY,2015-08-16,30
ROBBERY,2015-08-17,22
ROBBERY,2015-08-18,28
ROBBERY,2015-08-19,25
ROBBERY,2015-08-20,37
ROBBERY,2015-08-21,31
ROBBERY,2015-08-22,45
ROBBERY,2015-08-23,30
ROBBERY,2015-08-24,30
ROBBERY,2015-08-25,28
ROBBERY,2015-08-26,36
ROBBERY,2015-08-27,30
ROBBERY,2015-08-28,29
ROBBERY,2015-08-29,25
ROBBERY,2015-08-30,34
ROBBERY,2015-08-31,27
ROBBERY,2015-09-01,30
ROBBERY,2015-09-02,29
ROBBERY,2015-09-03,44
ROBBERY,2015-09-04,34
ROBBERY,2015-09-05,36
ROBBERY,2015-09-06,31
ROBBERY,2015-09-07,34
ROBBERY,2015-09-08,25
ROBBERY,2015-09-09,27
ROBBERY,2015-09-10,24
ROBBERY,2015-09-11,23
ROBBERY,2015-09-12,23
ROBBERY,2015-09-13,33
ROBBERY,2015-09-14,36
ROBBERY,2015-09-15,42
ROBBERY,2015-09-16,34
ROBBERY,2015-09-17,19
ROBBERY,2015-09-18,26
ROBBERY,2015-09-19,30
ROBBERY,2015-09-20,31
ROBBERY,2015-09-21,30
ROBBERY,2015-09-22,39
ROBBERY,2015-09-23,28
ROBBERY,2015-09-24,26
ROBBERY,2015-09-25,28
ROBBERY,2015-09-26,36
ROBBERY,2015-09-27,37
ROBBERY,2015-09-28,41
ROBBERY,2015-09-29,31
ROBBERY,2015-09-30,24
ROBBERY,2015-10-01,42
ROBBERY,2015-10-02,36
ROBBERY,2015-10-03,42
ROBBERY,2015-10-04,32
ROBBERY,2015-10-05,34
ROBBERY,2015-10-06,31
ROBBERY,2015-10-07,32
ROBBERY,2015-10-08,28
ROBBERY,2015-10-09,31
ROBBERY,2015-10-10,28
ROBBERY,2015-10-11,27
ROBBERY,2015-10-12,26
ROBBERY,2015-10-13,22
ROBBERY,2015-10-14,29
ROBBERY,2015-10-15,30
ROBBERY,2015-10-16,25
ROBBERY,2015-10-17,23
ROBBERY,2015-10-18,22
ROBBERY,2015-10-19,44
ROBBERY,2015-10-20,35
ROBBERY,2015-10-21,31
ROBBERY,2015-10-22,24
ROBBERY,2015-10-23,36
ROBBERY,2015-10-24,32
ROBBERY,2015-10-25,29
ROBBERY,2015-10-26,39
ROBBERY,2015-10-27,31
ROBBERY,2015-10-28,19
ROBBERY,2015-10-29,30
ROBBERY,2015-10-30,31
ROBBERY,2015-10-31,35
ROBBERY,2015-11-01,32
ROBBERY,2015-11-02,23
ROBBERY,2015-11-03,34
ROBBERY,2015-11-04,26
ROBBERY,2015-11-05,32
ROBBERY,2015-11-06,32
ROBBERY,2015-11-07,20
ROBBERY,2015-11-08,20
ROBBERY,2015-11-09,27
ROBBERY,2015-11-10,27
ROBBERY,2015-11-11,31
ROBBERY,2015-11-12,24
ROBBERY,2015-11-13,26
ROBBERY,2015-11-14,28
ROBBERY,2015-11-15,23
ROBBERY,2015-11-16,37
ROBBERY,2015-11-17,27
ROBBERY,2015-11-18,23
ROBBERY,2015-11-19,34
ROBBERY,2015-11-20,33
ROBBERY,2015-11-21,15
ROBBERY,2015-11-22,12
ROBBERY,2015-11-23,34
ROBBERY,2015-11-24,26
ROBBERY,2015-11-25,25
ROBBERY,2015-11-26,34
ROBBERY,2015-11-27,31
ROBBERY,2015-11-28,23
ROBBERY,2015-11-29,28
ROBBERY,2015-11-30,32
ROBBERY,2015-12-01,26
ROBBERY,2015-12-02,45
ROBBERY,2015-12-03,31
ROBBERY,2015-12-04,34
ROBBERY,2015-12-05,29
ROBBERY,2015-12-06,37
ROBBERY,2015-12-07,33
ROBBERY,2015-12-08,24
ROBBERY,2015-12-09,34
ROBBERY,2015-12-10,26
ROBBERY,2015-12-11,32
ROBBERY,2015-12-12,31
ROBBERY,2015-12-13,27
ROBBERY,2015-12-14,38
ROBBERY,2015-12-15,30
ROBBERY,2015-12-16,33
ROBBERY,2015-12-17,38
ROBBERY,2015-12-18,27
ROBBERY,2015-12-19,29
ROBBERY,2015-12-20,36
ROBBERY,2015-12-21,26
ROBBERY,2015-12-22,40
ROBBERY,2015-12-23,44
ROBBERY,2015-12-24,57
ROBBERY,2015-12-25,31
ROBBERY,2015-12-26,29
ROBBERY,2015-12-27,33
ROBBERY,2015-12-28,27
ROBBERY,2015-12-29,37
ROBBERY,2015-12-30,33
ROBBERY,2015-12-31,42
ROBBERY,2016-01-01,24
ROBBERY,2016-01-02,22
ROBBERY,2016-01-03,43
ROBBERY,2016-01-04,33
ROBBERY,2016-01-05,32
ROBBERY,2016-01-06,32
ROBBERY,2016-01-07,38
ROBBERY,2016-01-08,47
ROBBERY,2016-01-09,39
ROBBERY,2016-01-10,38
ROBBERY,2016-01-11,41
ROBBERY,2016-01-12,21
ROBBERY,2016-01-13,33
ROBBERY,2016-01-14,28
ROBBERY,2016-01-15,37
ROBBERY,2016-01-16,28
ROBBERY,2016-01-17,27
ROBBERY,2016-01-18,26
ROBBERY,2016-01-19,28
ROBBERY,2016-01-20,29
ROBBERY,2016-01-21,39
ROBBERY,2016-01-22,34
ROBBERY,2016-01-23,35
ROBBERY,2016-01-24,40
ROBBERY,2016-01-25,43
ROBBERY,2016-01-26,32
ROBBERY,2016-01-27,39
ROBBERY,2016-01-28,33
ROBBERY,2016-01-29,43
ROBBERY,2016-01-30,20
ROBBERY,2016-01-31,37
ROBBERY,2016-02-01,42
ROBBERY,2016-02-02,20
ROBBERY,2016-02-03,31
ROBBERY,2016-02-04,23
ROBBERY,2016-02-05,26
ROBBERY,2016-02-06,27
ROBBERY,2016-02-07,22
ROBBERY,2016-02-08,21
ROBBERY,2016-02-09,17
ROBBERY,2016-02-10,17
ROBBERY,2016-02-11,26
ROBBERY,2016-02-12,21
ROBBERY,2016-02-13,25
ROBBERY,2016-02-14,26
ROBBERY,2016-02-15,22
ROBBERY,2016-02-16,29
ROBBERY,2016-02-17,20
ROBBERY,2016-02-18,29
ROBBERY,2016-02-19,23
ROBBERY,2016-02-20,32
ROBBERY,2016-02-21,33
ROBBERY,2016-02-22,26
ROBBERY,2016-02-23,19
ROBBERY,2016-02-24,21
ROBBERY,2016-02-25,13
ROBBERY,2016-02-26,30
ROBBERY,2016-02-27,24
ROBBERY,2016-02-28,23
ROBBERY,2016-02-29,14
ROBBERY,2016-03-01,24
ROBBERY,2016-03-02,19
ROBBERY,2016-03-03,22
ROBBERY,2016-03-04,23
ROBBERY,2016-03-05,25
ROBBERY,2016-03-06,25
ROBBERY,2016-03-07,26
ROBBERY,2016-03-08,34
ROBBERY,2016-03-09,23
ROBBERY,2016-03-10,23
ROBBERY,2016-03-11,20
ROBBERY,2016-03-12,27
ROBBERY,2016-03-13,18
ROBBERY,2016-03-14,22
ROBBERY,2016-03-15,30
ROBBERY,2016-03-16,28
ROBBERY,2016-03-17,23
ROBBERY,2016-03-18,29
ROBBERY,2016-03-19,22
ROBBERY,2016-03-20,26
ROBBERY,2016-03-21,24
